"x","y","fips"
-19097.29438333,-1163301.33210299,"48075"
105223.9332778,-1406309.75665314,"48133"
-120980.76904314,-1263019.59868899,"48107"
429756.64969792,-166330.25647884,"19063"
1406591.1404392,-709596.00965153,"21109"
1930005.89975468,-741410.74274041,"37069"
508297.28006995,-193751.77645415,"19081"
1430261.86261672,-759498.02280227,"21121"
335952.80656219,-732519.74552478,"20111"
269660.62441453,-1304548.81475325,"48121"
1254212.17211247,-864671.44518322,"47159"
543874.31970294,-157907.8245987,"19195"
375801.26079499,-817192.73415547,"20205"
1165297.37884811,-809013.76814718,"21141"
1057260.08901968,-812695.98420943,"21143"
22541.75493563,-1836777.80714134,"48127"
-1051928.85870912,-664854.8820136,"49031"
389455.08438298,-135805.97625819,"27063"
390622.93879399,37665.997504,"27067"
-993310.00886232,-571169.94613174,"49039"
187245.10645422,43945.35893041,"46037"
569834.61892884,-83861.88843796,"27039"
1097815.88644383,-58140.40004237,"26127"
1194134.15814219,-822228.70426617,"21213"
1190271.96272384,-237551.93236825,"26149"
1858854.46374799,-905356.96030147,"37165"
1037832.89257837,-650408.71785723,"17047"
823617.47876997,-578683.04901655,"17061"
543130.50822555,-1406749.12191617,"48365"
1440318.4918376,-664565.26213263,"21237"
1407321.2652639,-618208.98088896,"21011"
1497847.26879115,-577768.98522477,"21019"
185837.91218673,-1003502.30656907,"40073"
128234.26254027,67762.09918017,"46013"
2436248.12918016,40682.3739541,"25019"
254811.56431482,-65024.5056318,"46011"
1045149.63412402,-857398.23451711,"21035"
1753659.79382525,-1113271.58694543,"45009"
718351.22860339,-36685.9332548,"55053"
678554.17547949,133789.74974204,"55113"
634102.73764842,131430.13759739,"55129"
-676943.03975094,-202047.25852213,"56013"
291266.60529348,325397.3096373,"27125"
80161.81611576,220525.91889509,"38093"
1662097.26883817,-1528495.73282658,"12041"
975480.79889704,-1260138.96801367,"28007"
1630168.54821777,-171864.13442488,"42039"
-58683.95864279,-200482.11428583,"46121"
663701.93125798,-474056.71564605,"29199"
-1087683.57976158,-302071.33730875,"49003"
338275.50059419,-1820195.66953648,"48057"
-192310.0051052,-379918.14427719,"31069"
188877.73771814,329137.4317391,"38035"
239883.08455554,-416769.7326144,"31023"
1736791.56653883,-805103.79599111,"37059"
761703.19942292,-991794.06830216,"05063"
179294.24411658,422075.32209836,"38067"
796655.89951992,-1005189.28233116,"05067"
739298.97814775,-1154125.78556448,"05069"
1800442.77321454,-772836.78765319,"37081"
1938429.18292219,-415804.26245694,"51600"
2029087.24339663,-641049.57927003,"51620"
1818585.47210701,-496759.58184911,"51660"
1778579.81905691,-708383.83888536,"51690"
1976263.19588801,-596433.94798153,"51730"
226676.9786321,-808367.78931913,"20173"
1809920.10533444,-530575.66360134,"51790"
1304276.36888379,-1271201.9001536,"01051"
1805742.17197462,-1784337.80076857,"12027"
-1855059.05982652,-707481.46843071,"06069"
1203301.56137561,-266124.1112825,"18087"
1581685.36313187,-911125.89925094,"37089"
1284523.37416105,-1235946.73954768,"01037"
1632775.1242309,-891058.93379096,"37161"
417190.90368536,-855885.82104584,"20099"
1919011.90949346,-593566.58736884,"51007"
2116538.52974395,-707875.72463948,"37177"
1505811.20654251,-264931.95100842,"39103"
1238153.91014403,-259527.07623385,"18151"
745570.76921264,-239693.44844953,"19061"
1362920.20193816,-1225075.28505759,"01017"
1332908.70552925,-421353.63818005,"39109"
-456065.54548805,-469318.8688799,"08069"
1331738.10845722,-1400889.33720936,"01031"
1334048.71812739,-454302.44256829,"39113"
1367567.97684601,-1389474.68658988,"01045"
960234.58978847,-641688.50871225,"17121"
1442472.89501652,-346404.81836698,"39117"
620088.07718607,-153468.25331605,"19089"
1523671.33696015,-390202.10955668,"39119"
-199301.55771622,-486869.84140299,"08095"
1507564.21979651,-425956.12879214,"39127"
1854989.44099966,-1667657.36006002,"12097"
692139.80089709,-289310.72093619,"19113"
854903.5286505,-383071.52867603,"17175"
-197798.68092075,-455623.1896493,"08115"
367693.47067356,-431454.3393232,"19129"
1439808.13180021,-480857.86947581,"39141"
402550.36897508,-279504.86885167,"19161"
2216.97890514,-1461067.82345593,"48399"
1401703.79195542,-286387.48209263,"39147"
-170183.24892904,-967020.94985178,"48421"
1005634.55434681,-660203.96840506,"17191"
499382.21795341,-389846.87659594,"19121"
1589358.54545254,-221993.60909037,"39155"
1397245.07306766,-379065.9734041,"39159"
1557919.38126032,-1025911.82135896,"13147"
1474324.35289931,-1184095.33798898,"13171"
1507779.48329332,-297077.51870636,"39169"
1424885.55049256,-312897.54744801,"39033"
-24555.56552061,-1066024.47512769,"48483"
1493992.66523138,-452093.83920644,"39073"
1321486.30071186,-494450.36480417,"39017"
1381277.48753507,-484549.85121878,"39027"
1712817.35200695,-1176477.7977467,"13251"
1453343.64288358,-1058209.44430096,"13117"
1430107.3861948,-379348.80449875,"39041"
1435895.72725645,-1151966.06872338,"13113"
1498291.71707085,-1331505.27270515,"13177"
14895.55253713,-1145666.50335575,"40057"
170827.77783962,-865586.80910146,"20077"
1656540.22765846,-1319917.26612552,"13005"
428889.79045504,-951541.04383733,"40097"
1084982.90521333,-695725.16328839,"18163"
-218015.74233652,-1261726.88345934,"48219"
390715.39657596,-901102.87328642,"40105"
467896.67876876,-28854.07257546,"27143"
799346.00219359,-1052243.09845079,"05147"
1588991.24023847,-339296.8856588,"39067"
2124359.94320705,29640.09324654,"36021"
-141125.05274499,-379962.0082283,"31005"
943771.209365,-1486459.07482809,"28147"
537391.05830474,-789819.96599186,"29039"
1728935.01245731,-888236.99841924,"37119"
1614001.33073747,-815262.76001016,"37011"
2107639.54436127,-100109.01011296,"34031"
-1584105.00072771,268337.9035595,"41055"
1445935.72006096,-1134681.34939394,"13063"
811039.02877019,-123530.23535503,"55111"
923501.7426972,-1548162.6427597,"22105"
801206.65305412,-1314439.69004998,"22123"
615422.24100999,-296697.97780857,"19171"
1146243.23983487,-456111.40247297,"18011"
1111020.19084321,-463041.95664392,"18107"
37981.79471727,162209.4871543,"38047"
160162.5575713,-825045.79303166,"20095"
1755779.34507257,-645993.48579211,"51770"
878267.6694301,-271258.14682668,"17141"
862249.62301182,37847.11113597,"55115"
152390.86185717,-578046.13945465,"20089"
221154.5873359,1405.34715057,"46029"
240278.06005359,336690.82799697,"27119"
11006.2218878,-676295.80957792,"20195"
865277.42560541,-1625498.27693563,"22007"
744788.87275281,-1399106.37657501,"22021"
1631048.93755117,-352159.75581818,"54069"
1155831.82617069,-1327114.81809124,"01091"
1633435.84784113,-381576.75981659,"54051"
1552299.34865413,-591545.76749176,"54043"
1813474.01104586,-360215.15886557,"24001"
1697753.92213403,-391469.04352134,"54061"
982241.63775742,-1298848.52034882,"28079"
477405.75437415,-551675.25941208,"29063"
-406160.76658763,434579.37939261,"30019"
1662962.08345216,-682237.18082197,"51021"
1671300.62353041,-436772.92124458,"54033"
1816739.11109772,-396985.90717415,"54027"
738295.82241444,-921765.22891064,"05049"
489581.09802236,-688434.16313929,"29037"
649644.57009741,-78186.4397884,"27169"
1934798.04238351,155883.76257431,"36049"
653922.09850758,-981339.04356782,"05129"
771306.09762846,-134978.85720332,"55103"
1494740.10103758,-1299179.52375556,"13261"
